,EmployeeNo,Promoted_or_Not
8151,YAK/S/27288,1
8152,YAK/S/27289,1
8153,YAK/S/27295,1
8154,YAK/S/27299,1
8155,YAK/S/27300,1
8156,YAK/S/27301,1
8157,YAK/S/27308,1
8158,YAK/S/27309,1
8159,YAK/S/27320,1
8160,YAK/S/27323,1
8161,YAK/S/27329,1
8162,YAK/S/27330,1
8163,YAK/S/27333,1
8164,YAK/S/27344,1
8165,YAK/S/27345,1
8166,YAK/S/27350,1
8167,YAK/S/27351,1
8168,YAK/S/27359,1
8169,YAK/S/27361,1
8170,YAK/S/27369,1
8171,YAK/S/27371,1
8172,YAK/S/27376,1
8173,YAK/S/27378,1
8174,YAK/S/27383,1
8175,YAK/S/27385,1
8176,YAK/S/27386,1
8177,YAK/S/27391,1
8178,YAK/S/27392,1
8179,YAK/S/27393,1
8180,YAK/S/27396,1
8181,YAK/S/27404,1
8182,YAK/S/27408,1
8183,YAK/S/27412,1
8184,YAK/S/27415,1
8185,YAK/S/27418,1
8186,YAK/S/27422,1
8187,YAK/S/27426,1
8188,YAK/S/27429,1
8189,YAK/S/27430,1
8190,YAK/S/27435,1
8191,YAK/S/27437,1
8192,YAK/S/27438,1
8193,YAK/S/27440,1
8194,YAK/S/27448,1
8195,YAK/S/27450,1
8196,YAK/S/27453,1
8197,YAK/S/27455,1
8198,YAK/S/27457,1
8199,YAK/S/27458,1
8200,YAK/S/27466,1
8201,YAK/S/27467,1
8202,YAK/S/27468,1
8203,YAK/S/27471,1
8204,YAK/S/27481,1
8205,YAK/S/27484,1
8206,YAK/S/27485,1
8207,YAK/S/27486,1
8208,YAK/S/27487,1
8209,YAK/S/27488,1
8210,YAK/S/27491,1
8211,YAK/S/27494,1
8212,YAK/S/27495,1
8213,YAK/S/27500,1
8214,YAK/S/27501,1
8215,YAK/S/27502,1
8216,YAK/S/27507,1
8217,YAK/S/27508,1
8218,YAK/S/27509,1
8219,YAK/S/27512,1
8220,YAK/S/27513,1
8221,YAK/S/27517,1
8222,YAK/S/27523,1
8223,YAK/S/27524,1
8224,YAK/S/27527,1
8225,YAK/S/27529,1
8226,YAK/S/27533,1
8227,YAK/S/27537,1
8228,YAK/S/27542,1
8229,YAK/S/27552,1
8230,YAK/S/27558,1
8231,YAK/S/27570,1
8232,YAK/S/27573,1
8233,YAK/S/27583,1
8234,YAK/S/27593,1
8235,YAK/S/27595,1
8236,YAK/S/27597,1
8237,YAK/S/27599,1
8238,YAK/S/27605,1
8239,YAK/S/27616,1
8240,YAK/S/27618,1
8241,YAK/S/27622,1
8242,YAK/S/27623,1
8243,YAK/S/27626,1
8244,YAK/S/27629,1
8245,YAK/S/27630,1
8246,YAK/S/27634,1
8247,YAK/S/27635,1
8248,YAK/S/27637,1
8249,YAK/S/27638,1
8250,YAK/S/27644,1
8251,YAK/S/27646,1
8252,YAK/S/27648,1
8253,YAK/S/27655,1
8254,YAK/S/27660,1
8255,YAK/S/27663,1
8256,YAK/S/27664,1
8257,YAK/S/27684,1
8258,YAK/S/27688,1
8259,YAK/S/27689,1
8260,YAK/S/27691,1
8261,YAK/S/27694,1
8262,YAK/S/27695,1
8263,YAK/S/27699,1
8264,YAK/S/27700,1
8265,YAK/S/27703,1
8266,YAK/S/27704,1
8267,YAK/S/27706,1
8268,YAK/S/27707,1
8269,YAK/S/27708,1
8270,YAK/S/27712,1
8271,YAK/S/27713,1
8272,YAK/S/27715,1
8273,YAK/S/27717,1
8274,YAK/S/27718,1
8275,YAK/S/27722,1
8276,YAK/S/27723,1
8277,YAK/S/27727,1
8278,YAK/S/27733,1
8279,YAK/S/27745,1
8280,YAK/S/27751,1
8281,YAK/S/27752,1
8282,YAK/S/27753,1
8283,YAK/S/27754,1
8284,YAK/S/27756,1
8285,YAK/S/27757,1
8286,YAK/S/27758,1
8287,YAK/S/27761,1
8288,YAK/S/27763,1
8289,YAK/S/27766,1
8290,YAK/S/27768,1
8291,YAK/S/27769,1
8292,YAK/S/27770,1
8293,YAK/S/27771,1
8294,YAK/S/27773,1
8295,YAK/S/27774,1
8296,YAK/S/27783,1
8297,YAK/S/27785,1
8298,YAK/S/27786,1
8299,YAK/S/27789,1
8300,YAK/S/27797,1
8301,YAK/S/27799,1
8302,YAK/S/27802,1
8303,YAK/S/27803,1
8304,YAK/S/27804,1
8305,YAK/S/27805,1
8306,YAK/S/27814,1
8307,YAK/S/27816,1
8308,YAK/S/27818,1
8309,YAK/S/27822,1
8310,YAK/S/27824,1
8311,YAK/S/27825,1
8312,YAK/S/27827,1
8313,YAK/S/27831,1
8314,YAK/S/27839,1
8315,YAK/S/27840,1
8316,YAK/S/27843,1
8317,YAK/S/27844,1
8318,YAK/S/27845,1
8319,YAK/S/27849,1
8320,YAK/S/27851,1
8321,YAK/S/27853,1
8322,YAK/S/27856,1
8323,YAK/S/27861,1
8324,YAK/S/27863,1
8325,YAK/S/27865,1
8326,YAK/S/27866,1
8327,YAK/S/27873,1
8328,YAK/S/27879,1
8329,YAK/S/27881,1
8330,YAK/S/27882,1
8331,YAK/S/27888,1
8332,YAK/S/27891,1
8333,YAK/S/27903,1
8334,YAK/S/27914,1
8335,YAK/S/27915,1
8336,YAK/S/27916,1
8337,YAK/S/27919,1
8338,YAK/S/27922,1
8339,YAK/S/27923,1
8340,YAK/S/27924,1
8341,YAK/S/27925,1
8342,YAK/S/27927,1
8343,YAK/S/27933,1
8344,YAK/S/27938,1
8345,YAK/S/27942,1
8346,YAK/S/27944,1
8347,YAK/S/27945,1
8348,YAK/S/27948,1
8349,YAK/S/27950,1
8350,YAK/S/27953,1
8351,YAK/S/27955,1
8352,YAK/S/27962,1
8353,YAK/S/27964,1
8354,YAK/S/27967,1
8355,YAK/S/27968,1
8356,YAK/S/27972,1
8357,YAK/S/27973,1
8358,YAK/S/27975,1
8359,YAK/S/27976,1
8360,YAK/S/27980,1
8361,YAK/S/27982,1
8362,YAK/S/27985,1
8363,YAK/S/27989,1
8364,YAK/S/27990,1
8365,YAK/S/27996,1
8366,YAK/S/28003,1
8367,YAK/S/28005,1
8368,YAK/S/28007,1
8369,YAK/S/28008,1
8370,YAK/S/28009,1
8371,YAK/S/28010,1
8372,YAK/S/28014,1
8373,YAK/S/28015,1
8374,YAK/S/28019,1
8375,YAK/S/28028,1
8376,YAK/S/28031,1
8377,YAK/S/28032,1
8378,YAK/S/28038,1
8379,YAK/S/28040,1
8380,YAK/S/28041,1
8381,YAK/S/28045,1
8382,YAK/S/28048,1
8383,YAK/S/28051,1
8384,YAK/S/28053,1
8385,YAK/S/28054,1
8386,YAK/S/28055,1
8387,YAK/S/28063,1
8388,YAK/S/28064,1
8389,YAK/S/28078,1
8390,YAK/S/28079,1
8391,YAK/S/28081,1
8392,YAK/S/28086,1
8393,YAK/S/28095,1
8394,YAK/S/28096,1
8395,YAK/S/28098,1
8396,YAK/S/28099,1
8397,YAK/S/28102,1
8398,YAK/S/28106,1
8399,YAK/S/28110,1
8400,YAK/S/28115,1
8401,YAK/S/28116,1
8402,YAK/S/28118,1
8403,YAK/S/28122,1
8404,YAK/S/28124,1
8405,YAK/S/28125,1
8406,YAK/S/28128,1
8407,YAK/S/28129,1
8408,YAK/S/28131,1
8409,YAK/S/28134,1
8410,YAK/S/28135,1
8411,YAK/S/28137,1
8412,YAK/S/28140,1
8413,YAK/S/28141,1
8414,YAK/S/28143,1
8415,YAK/S/28144,1
8416,YAK/S/28146,1
8417,YAK/S/28147,1
8418,YAK/S/28151,1
8419,YAK/S/28154,1
8420,YAK/S/28155,1
8421,YAK/S/28157,1
8422,YAK/S/28158,1
8423,YAK/S/28160,1
8424,YAK/S/28161,1
8425,YAK/S/28170,1
8426,YAK/S/28178,1
8427,YAK/S/28187,1
8428,YAK/S/28188,1
8429,YAK/S/28190,1
8430,YAK/S/28192,1
8431,YAK/S/28194,1
8432,YAK/S/28197,1
8433,YAK/S/28198,1
8434,YAK/S/28199,1
8435,YAK/S/28200,1
8436,YAK/S/28203,1
8437,YAK/S/28208,1
8438,YAK/S/28211,1
8439,YAK/S/28215,1
8440,YAK/S/28216,1
8441,YAK/S/28217,1
8442,YAK/S/28218,1
8443,YAK/S/28222,1
8444,YAK/S/28224,1
8445,YAK/S/28228,1
8446,YAK/S/28229,1
8447,YAK/S/28231,1
8448,YAK/S/28234,1
8449,YAK/S/28237,1
8450,YAK/S/28241,1
8451,YAK/S/28243,1
8452,YAK/S/28245,1
8453,YAK/S/28249,1
8454,YAK/S/28250,1
8455,YAK/S/28253,1
8456,YAK/S/28262,1
8457,YAK/S/28264,1
8458,YAK/S/28271,1
8459,YAK/S/28274,1
8460,YAK/S/28280,1
8461,YAK/S/28282,1
8462,YAK/S/28288,1
8463,YAK/S/28289,1
8464,YAK/S/28299,1
8465,YAK/S/28302,1
8466,YAK/S/28303,1
8467,YAK/S/28308,1
8468,YAK/S/28309,1
8469,YAK/S/28312,1
8470,YAK/S/28313,1
8471,YAK/S/28314,1
8472,YAK/S/28324,1
8473,YAK/S/28326,1
8474,YAK/S/28327,1
8475,YAK/S/28331,1
8476,YAK/S/28336,1
8477,YAK/S/28341,1
8478,YAK/S/28344,1
8479,YAK/S/28349,1
8480,YAK/S/28350,1
8481,YAK/S/28352,1
8482,YAK/S/28355,1
8483,YAK/S/28356,1
8484,YAK/S/28358,1
8485,YAK/S/28359,1
8486,YAK/S/28364,1
8487,YAK/S/28365,1
8488,YAK/S/28366,1
8489,YAK/S/28370,1
8490,YAK/S/28371,1
8491,YAK/S/28385,1
8492,YAK/S/28391,1
8493,YAK/S/28392,1
8494,YAK/S/28400,1
8495,YAK/S/28402,1
8496,YAK/S/28404,1
8497,YAK/S/28407,1
8498,YAK/S/28412,1
8499,YAK/S/28415,1
8500,YAK/S/28416,1
8501,YAK/S/28422,1
8502,YAK/S/28423,1
8503,YAK/S/28424,1
8504,YAK/S/28435,1
8505,YAK/S/28436,1
8506,YAK/S/28440,1
8507,YAK/S/28442,1
8508,YAK/S/28443,1
8509,YAK/S/28445,1
8510,YAK/S/28447,1
8511,YAK/S/28452,1
8512,YAK/S/28453,1
8513,YAK/S/28455,1
8514,YAK/S/28457,1
8515,YAK/S/28463,1
8516,YAK/S/28466,1
8517,YAK/S/28467,1
8518,YAK/S/28468,1
8519,YAK/S/28473,1
8520,YAK/S/28475,1
8521,YAK/S/28478,1
8522,YAK/S/28479,1
8523,YAK/S/28483,1
8524,YAK/S/28486,1
8525,YAK/S/28488,1
8526,YAK/S/28489,1
8527,YAK/S/28490,1
8528,YAK/S/28493,1
8529,YAK/S/28494,1
8530,YAK/S/28500,1
8531,YAK/S/28505,1
8532,YAK/S/28508,1
8533,YAK/S/28509,1
8534,YAK/S/28513,1
8535,YAK/S/28514,1
8536,YAK/S/28517,1
8537,YAK/S/28524,1
8538,YAK/S/28529,1
8539,YAK/S/28536,1
8540,YAK/S/28551,1
8541,YAK/S/28555,1
8542,YAK/S/28556,1
8543,YAK/S/28558,1
8544,YAK/S/28560,1
8545,YAK/S/28564,1
8546,YAK/S/28568,1
8547,YAK/S/28571,1
8548,YAK/S/28578,1
8549,YAK/S/28580,1
8550,YAK/S/28581,1
8551,YAK/S/28583,1
8552,YAK/S/28584,1
8553,YAK/S/28586,1
8554,YAK/S/28588,1
8555,YAK/S/28590,1
8556,YAK/S/28594,1
8557,YAK/S/28598,1
8558,YAK/S/28601,1
8559,YAK/S/28602,1
8560,YAK/S/28604,1
8561,YAK/S/28606,1
8562,YAK/S/28607,1
8563,YAK/S/28613,1
8564,YAK/S/28615,1
8565,YAK/S/28617,1
8566,YAK/S/28622,1
8567,YAK/S/28629,1
8568,YAK/S/28630,1
8569,YAK/S/28631,1
8570,YAK/S/28642,1
8571,YAK/S/28643,1
8572,YAK/S/28648,1
8573,YAK/S/28651,1
8574,YAK/S/28652,1
8575,YAK/S/28657,1
8576,YAK/S/28659,1
8577,YAK/S/28660,1
8578,YAK/S/28661,1
8579,YAK/S/28664,1
8580,YAK/S/28665,1
8581,YAK/S/28666,1
8582,YAK/S/28670,1
8583,YAK/S/28673,1
8584,YAK/S/28677,1
8585,YAK/S/28681,1
8586,YAK/S/28683,1
8587,YAK/S/28684,1
8588,YAK/S/28686,1
8589,YAK/S/28688,1
8590,YAK/S/28691,1
8591,YAK/S/28695,1
8592,YAK/S/28698,1
8593,YAK/S/28704,1
8594,YAK/S/28709,1
8595,YAK/S/28710,1
8596,YAK/S/28713,1
8597,YAK/S/28728,1
8598,YAK/S/28735,1
8599,YAK/S/28737,1
8600,YAK/S/28739,1
8601,YAK/S/28742,1
8602,YAK/S/28749,1
8603,YAK/S/28750,1
8604,YAK/S/28752,1
8605,YAK/S/28758,1
8606,YAK/S/28766,1
8607,YAK/S/28767,1
8608,YAK/S/28770,1
8609,YAK/S/28772,1
8610,YAK/S/28773,1
8611,YAK/S/28774,1
8612,YAK/S/28775,1
8613,YAK/S/28776,1
8614,YAK/S/28783,1
8615,YAK/S/28784,1
8616,YAK/S/28789,1
8617,YAK/S/28791,1
8618,YAK/S/28792,1
8619,YAK/S/28794,1
8620,YAK/S/28799,1
8621,YAK/S/28801,1
8622,YAK/S/28804,1
8623,YAK/S/28807,1
8624,YAK/S/28809,1
8625,YAK/S/28811,1
8626,YAK/S/28814,1
8627,YAK/S/28816,1
8628,YAK/S/28820,1
8629,YAK/S/28823,1
8630,YAK/S/28825,1
8631,YAK/S/28826,1
8632,YAK/S/28827,1
8633,YAK/S/28829,1
8634,YAK/S/28830,1
8635,YAK/S/28837,1
8636,YAK/S/28844,1
8637,YAK/S/28846,1
8638,YAK/S/28848,1
8639,YAK/S/28851,1
8640,YAK/S/28855,1
8641,YAK/S/28856,1
8642,YAK/S/28857,1
8643,YAK/S/28867,1
8644,YAK/S/28871,1
8645,YAK/S/28872,1
8646,YAK/S/28876,1
8647,YAK/S/28878,1
8648,YAK/S/28881,1
8649,YAK/S/28885,1
8650,YAK/S/28886,1
8651,YAK/S/28887,1
8652,YAK/S/28888,1
8653,YAK/S/28889,1
8654,YAK/S/28890,1
8655,YAK/S/28892,1
8656,YAK/S/28893,1
8657,YAK/S/28894,1
8658,YAK/S/28895,1
8659,YAK/S/28897,1
8660,YAK/S/28899,1
8661,YAK/S/28901,1
8662,YAK/S/28909,1
8663,YAK/S/28910,1
8664,YAK/S/28924,1
8665,YAK/S/28932,1
8666,YAK/S/28938,1
8667,YAK/S/28940,1
8668,YAK/S/28942,1
8669,YAK/S/28945,1
8670,YAK/S/28947,1
8671,YAK/S/28948,1
8672,YAK/S/28950,1
8673,YAK/S/28956,1
8674,YAK/S/28961,1
8675,YAK/S/28968,1
8676,YAK/S/28971,1
8677,YAK/S/28975,1
8678,YAK/S/28978,1
8679,YAK/S/28983,1
8680,YAK/S/28986,1
8681,YAK/S/28992,1
8682,YAK/S/28993,1
8683,YAK/S/28994,1
8684,YAK/S/28996,1
8685,YAK/S/28999,1
8686,YAK/S/29001,1
8687,YAK/S/29004,1
8688,YAK/S/29010,1
8689,YAK/S/29011,1
8690,YAK/S/29013,1
8691,YAK/S/29020,1
8692,YAK/S/29022,1
8693,YAK/S/29023,1
8694,YAK/S/29024,1
8695,YAK/S/29025,1
8696,YAK/S/29028,1
8697,YAK/S/29030,1
8698,YAK/S/29032,1
8699,YAK/S/29035,1
8700,YAK/S/29046,1
8701,YAK/S/29054,1
8702,YAK/S/29057,1
8703,YAK/S/29058,1
8704,YAK/S/29059,1
8705,YAK/S/29070,1
8706,YAK/S/29072,1
8707,YAK/S/29074,1
8708,YAK/S/29078,1
8709,YAK/S/29080,1
8710,YAK/S/29081,1
8711,YAK/S/29084,1
8712,YAK/S/29085,1
8713,YAK/S/29086,1
8714,YAK/S/29089,1
8715,YAK/S/29091,1
8716,YAK/S/29093,1
8717,YAK/S/29100,1
8718,YAK/S/29103,1
8719,YAK/S/29109,1
8720,YAK/S/29114,1
8721,YAK/S/29116,1
8722,YAK/S/29126,1
8723,YAK/S/29129,1
8724,YAK/S/29131,1
8725,YAK/S/29132,1
8726,YAK/S/29137,1
8727,YAK/S/29139,1
8728,YAK/S/29146,1
8729,YAK/S/29151,1
8730,YAK/S/29160,1
8731,YAK/S/29164,1
8732,YAK/S/29166,1
8733,YAK/S/29167,1
8734,YAK/S/29169,1
8735,YAK/S/29172,1
8736,YAK/S/29174,1
8737,YAK/S/29176,1
8738,YAK/S/29178,1
8739,YAK/S/29181,1
8740,YAK/S/29191,1
8741,YAK/S/29199,1
8742,YAK/S/29205,1
8743,YAK/S/29206,1
8744,YAK/S/29215,1
8745,YAK/S/29217,1
8746,YAK/S/29218,1
8747,YAK/S/29220,1
8748,YAK/S/29223,1
8749,YAK/S/29227,1
8750,YAK/S/29233,1
8751,YAK/S/29234,1
8752,YAK/S/29235,1
8753,YAK/S/29241,1
8754,YAK/S/29245,1
8755,YAK/S/29248,1
8756,YAK/S/29262,1
8757,YAK/S/29268,1
8758,YAK/S/29269,1
8759,YAK/S/29273,1
8760,YAK/S/29274,1
8761,YAK/S/29280,1
8762,YAK/S/29285,1
8763,YAK/S/29286,1
8764,YAK/S/29287,1
8765,YAK/S/29291,1
8766,YAK/S/29293,1
8767,YAK/S/29294,1
8768,YAK/S/29299,1
8769,YAK/S/29300,1
8770,YAK/S/29301,1
8771,YAK/S/29302,1
8772,YAK/S/29303,1
8773,YAK/S/29305,1
8774,YAK/S/29313,1
8775,YAK/S/29319,1
8776,YAK/S/29322,1
8777,YAK/S/29323,1
8778,YAK/S/29324,1
8779,YAK/S/29327,1
8780,YAK/S/29330,1
8781,YAK/S/29332,1
8782,YAK/S/29338,1
8783,YAK/S/29345,1
8784,YAK/S/29346,1
8785,YAK/S/29351,1
8786,YAK/S/29353,1
8787,YAK/S/29357,1
8788,YAK/S/29362,1
8789,YAK/S/29363,1
8790,YAK/S/29366,1
8791,YAK/S/29367,1
8792,YAK/S/29381,1
8793,YAK/S/29382,1
8794,YAK/S/29383,1
8795,YAK/S/29391,1
8796,YAK/S/29394,1
8797,YAK/S/29397,1
8798,YAK/S/29399,1
8799,YAK/S/29401,1
8800,YAK/S/29405,1
8801,YAK/S/29410,1
8802,YAK/S/29417,1
8803,YAK/S/29429,1
8804,YAK/S/29430,1
8805,YAK/S/29438,1
8806,YAK/S/29440,1
8807,YAK/S/29441,1
8808,YAK/S/29442,1
8809,YAK/S/29443,1
8810,YAK/S/29445,1
8811,YAK/S/29447,1
8812,YAK/S/29449,1
8813,YAK/S/29452,1
8814,YAK/S/29457,1
8815,YAK/S/29461,1
8816,YAK/S/29464,1
8817,YAK/S/29466,1
8818,YAK/S/29469,1
8819,YAK/S/29473,1
8820,YAK/S/29476,1
8821,YAK/S/29482,1
8822,YAK/S/29492,1
8823,YAK/S/29493,1
8824,YAK/S/29506,1
8825,YAK/S/29508,1
8826,YAK/S/29509,1
8827,YAK/S/29510,1
8828,YAK/S/29511,1
8829,YAK/S/29515,1
8830,YAK/S/29520,1
8831,YAK/S/29522,1
8832,YAK/S/29526,1
8833,YAK/S/29527,1
8834,YAK/S/29528,1
8835,YAK/S/29530,1
8836,YAK/S/29531,1
8837,YAK/S/29532,1
8838,YAK/S/29534,1
8839,YAK/S/29541,1
8840,YAK/S/29545,1
8841,YAK/S/29547,1
8842,YAK/S/29549,1
8843,YAK/S/29558,1
8844,YAK/S/29561,1
8845,YAK/S/29562,1
8846,YAK/S/29565,1
8847,YAK/S/29566,1
8848,YAK/S/29567,1
8849,YAK/S/29570,1
8850,YAK/S/29573,1
8851,YAK/S/29574,1
8852,YAK/S/29578,1
8853,YAK/S/29580,1
8854,YAK/S/29585,1
8855,YAK/S/29588,1
8856,YAK/S/29591,1
8857,YAK/S/29592,1
8858,YAK/S/29601,1
8859,YAK/S/29602,1
8860,YAK/S/29606,1
8861,YAK/S/29609,1
8862,YAK/S/29611,1
8863,YAK/S/29617,1
8864,YAK/S/29619,1
8865,YAK/S/29621,1
8866,YAK/S/29622,1
8867,YAK/S/29633,1
8868,YAK/S/29634,1
8869,YAK/S/29636,1
8870,YAK/S/29644,1
8871,YAK/S/29645,1
8872,YAK/S/29647,1
8873,YAK/S/29651,1
8874,YAK/S/29655,1
8875,YAK/S/29656,1
8876,YAK/S/29659,1
8877,YAK/S/29666,1
8878,YAK/S/29668,1
8879,YAK/S/29671,1
8880,YAK/S/29677,1
8881,YAK/S/29682,1
8882,YAK/S/29689,1
8883,YAK/S/29698,1
8884,YAK/S/29703,1
8885,YAK/S/29704,1
8886,YAK/S/29707,1
8887,YAK/S/29710,1
8888,YAK/S/29712,1
8889,YAK/S/29713,1
8890,YAK/S/29721,1
8891,YAK/S/29723,1
8892,YAK/S/29724,1
8893,YAK/S/29726,1
8894,YAK/S/29729,1
8895,YAK/S/29733,1
8896,YAK/S/29742,1
8897,YAK/S/29745,1
8898,YAK/S/29746,1
8899,YAK/S/29749,1
8900,YAK/S/29751,1
8901,YAK/S/29752,1
8902,YAK/S/29753,1
8903,YAK/S/29764,1
8904,YAK/S/29768,1
8905,YAK/S/29770,1
8906,YAK/S/29772,1
8907,YAK/S/29775,1
8908,YAK/S/29777,1
8909,YAK/S/29778,1
8910,YAK/S/29781,1
8911,YAK/S/29787,1
8912,YAK/S/29793,1
8913,YAK/S/29801,1
8914,YAK/S/29804,1
8915,YAK/S/29807,1
8916,YAK/S/29810,1
8917,YAK/S/29811,1
8918,YAK/S/29817,1
8919,YAK/S/29818,1
8920,YAK/S/29826,1
8921,YAK/S/29827,1
8922,YAK/S/29829,1
8923,YAK/S/29831,1
8924,YAK/S/29833,1
8925,YAK/S/29835,1
8926,YAK/S/29837,1
8927,YAK/S/29838,1
8928,YAK/S/29842,1
8929,YAK/S/29843,1
8930,YAK/S/29845,1
8931,YAK/S/29846,1
8932,YAK/S/29849,1
8933,YAK/S/29855,1
8934,YAK/S/29856,1
8935,YAK/S/29857,1
8936,YAK/S/29860,1
8937,YAK/S/29863,1
8938,YAK/S/29866,1
8939,YAK/S/29870,1
8940,YAK/S/29873,1
8941,YAK/S/29879,1
8942,YAK/S/29887,1
8943,YAK/S/29890,1
8944,YAK/S/29895,1
8945,YAK/S/29898,1
8946,YAK/S/29899,1
8947,YAK/S/29902,1
8948,YAK/S/29903,1
8949,YAK/S/29904,1
8950,YAK/S/29908,1
8951,YAK/S/29914,1
8952,YAK/S/29915,1
8953,YAK/S/29920,1
8954,YAK/S/29927,1
8955,YAK/S/29930,1
8956,YAK/S/29937,1
8957,YAK/S/29940,1
8958,YAK/S/29941,1
8959,YAK/S/29950,1
8960,YAK/S/29953,1
8961,YAK/S/29954,1
8962,YAK/S/29960,1
8963,YAK/S/29961,1
8964,YAK/S/29963,1
8965,YAK/S/29970,1
8966,YAK/S/29973,1
8967,YAK/S/29975,1
8968,YAK/S/29982,1
8969,YAK/S/29983,1
8970,YAK/S/29987,1
8971,YAK/S/29988,1
8972,YAK/S/29992,1
8973,YAK/S/29993,1
8974,YAK/S/29995,1
8975,YAK/S/29996,1
8976,YAK/S/30000,1
8977,YAK/S/30001,1
8978,YAK/S/30004,1
8979,YAK/S/30005,1
8980,YAK/S/30007,1
8981,YAK/S/30014,1
8982,YAK/S/30019,1
8983,YAK/S/30020,1
8984,YAK/S/30023,1
8985,YAK/S/30034,1
8986,YAK/S/30035,1
8987,YAK/S/30036,1
8988,YAK/S/30039,1
8989,YAK/S/30042,1
8990,YAK/S/30044,1
8991,YAK/S/30045,1
8992,YAK/S/30047,1
8993,YAK/S/30050,1
8994,YAK/S/30053,1
8995,YAK/S/30056,1
8996,YAK/S/30060,1
8997,YAK/S/30061,1
8998,YAK/S/30064,1
8999,YAK/S/30069,1
9000,YAK/S/30071,1
9001,YAK/S/30073,1
9002,YAK/S/30078,1
9003,YAK/S/30079,1
9004,YAK/S/30095,1
9005,YAK/S/30097,1
9006,YAK/S/30098,1
9007,YAK/S/30099,1
9008,YAK/S/30106,1
9009,YAK/S/30107,1
9010,YAK/S/30108,1
9011,YAK/S/30110,1
9012,YAK/S/30116,1
9013,YAK/S/30120,1
9014,YAK/S/30121,1
9015,YAK/S/30125,1
9016,YAK/S/30127,1
9017,YAK/S/30130,1
9018,YAK/S/30132,1
9019,YAK/S/30151,1
9020,YAK/S/30152,1
9021,YAK/S/30153,1
9022,YAK/S/30154,1
9023,YAK/S/30157,1
9024,YAK/S/30158,1
9025,YAK/S/30162,1
9026,YAK/S/30163,1
9027,YAK/S/30167,1
9028,YAK/S/30168,1
9029,YAK/S/30173,1
9030,YAK/S/30174,1
9031,YAK/S/30175,1
9032,YAK/S/30178,1
9033,YAK/S/30182,1
9034,YAK/S/30186,1
9035,YAK/S/30187,1
9036,YAK/S/30189,1
9037,YAK/S/30191,1
9038,YAK/S/30199,1
9039,YAK/S/30201,1
9040,YAK/S/30203,1
9041,YAK/S/30206,1
9042,YAK/S/30209,1
9043,YAK/S/30217,1
9044,YAK/S/30219,1
9045,YAK/S/30220,1
9046,YAK/S/30224,1
9047,YAK/S/30225,1
9048,YAK/S/30229,1
9049,YAK/S/30232,1
9050,YAK/S/30233,1
9051,YAK/S/30234,1
9052,YAK/S/30235,1
9053,YAK/S/30237,1
9054,YAK/S/30240,1
9055,YAK/S/30245,1
9056,YAK/S/30246,1
9057,YAK/S/30248,1
9058,YAK/S/30249,1
9059,YAK/S/30254,1
9060,YAK/S/30255,1
9061,YAK/S/30256,1
9062,YAK/S/30258,1
9063,YAK/S/30261,1
9064,YAK/S/30264,1
9065,YAK/S/30270,1
9066,YAK/S/30278,1
9067,YAK/S/30280,1
9068,YAK/S/30281,1
9069,YAK/S/30282,1
9070,YAK/S/30283,1
9071,YAK/S/30286,1
9072,YAK/S/30290,1
9073,YAK/S/30292,1
9074,YAK/S/30295,1
9075,YAK/S/30298,1
9076,YAK/S/30299,1
9077,YAK/S/30304,1
9078,YAK/S/30329,1
9079,YAK/S/30330,1
9080,YAK/S/30333,1
9081,YAK/S/30336,1
9082,YAK/S/30337,1
9083,YAK/S/30340,1
9084,YAK/S/30341,1
9085,YAK/S/30347,1
9086,YAK/S/30350,1
9087,YAK/S/30352,1
9088,YAK/S/30354,1
9089,YAK/S/30360,1
9090,YAK/S/30363,1
9091,YAK/S/30365,1
9092,YAK/S/30366,1
9093,YAK/S/30368,1
9094,YAK/S/30369,1
9095,YAK/S/30370,1
9096,YAK/S/30373,1
9097,YAK/S/30384,1
9098,YAK/S/30388,1
9099,YAK/S/30392,1
9100,YAK/S/30395,1
9101,YAK/S/30400,1
9102,YAK/S/30401,1
9103,YAK/S/30409,1
9104,YAK/S/30411,1
9105,YAK/S/30413,1
9106,YAK/S/30417,1
9107,YAK/S/30419,1
9108,YAK/S/30420,1
9109,YAK/S/30429,1
9110,YAK/S/30430,1
9111,YAK/S/30431,1
9112,YAK/S/30433,1
9113,YAK/S/30434,1
9114,YAK/S/30435,1
9115,YAK/S/30436,1
9116,YAK/S/30437,1
9117,YAK/S/30438,1
9118,YAK/S/30439,1
9119,YAK/S/30444,1
9120,YAK/S/30447,1
9121,YAK/S/30455,1
9122,YAK/S/30456,1
9123,YAK/S/30458,1
9124,YAK/S/30461,1
9125,YAK/S/30467,1
9126,YAK/S/30469,1
9127,YAK/S/30472,1
9128,YAK/S/30475,1
9129,YAK/S/30482,1
9130,YAK/S/30493,1
9131,YAK/S/30495,1
9132,YAK/S/30499,1
9133,YAK/S/30502,1
9134,YAK/S/30503,1
9135,YAK/S/30507,1
9136,YAK/S/30508,1
9137,YAK/S/30509,1
9138,YAK/S/30523,1
9139,YAK/S/30524,1
9140,YAK/S/30527,1
9141,YAK/S/30528,1
9142,YAK/S/30533,1
9143,YAK/S/30544,1
9144,YAK/S/30547,1
9145,YAK/S/30550,1
9146,YAK/S/30553,1
9147,YAK/S/30565,1
9148,YAK/S/30571,1
